NumAtoms_sum,lipinskiHBD_mean,FractionCSP3_mean,tpsa.1,hallKierAlpha,NumHeteroatoms,CrippenClogP,NumRotatableBonds_sum,kappa3.1,CrippenClogP.1,NumHeterocycles_sum,NumHeteroatoms.1,NumAromaticHeterocycles,NumSaturatedHeterocycles.1,NumAromaticHeterocycles.1,NumAmideBonds_mean,NumSaturatedHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumSpiroAtoms.1,NumBridgeheadAtoms.1,hallKierAlpha.1,kappa3,tpsa
0.2704081632653061,0.07142857142857142,0.331818182,0.20449474535165724,0.4245110821418906,0.21739130434782608,0.6440599971513405,0.125,0.00561645712761412,0.6298130475908741,0.09090909090909091,0.21739130434782608,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.4245110821418906,0.005611296475302498,0.20449474535165724
0.18367346938775508,0.07142857142857142,0.0,0.08336297493936944,0.4417209908773727,0.08695652173913043,0.649735403359227,0.0625,0.0056557768144274625,0.7063141633158396,0.09090909090909091,0.08695652173913043,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3671447196902838,0.005583465432234131,0.13083265966046886
0.3061224489795918,0.07142857142857142,0.0833335,0.16672594987873887,0.4417209908773727,0.08695652173913043,0.649735403359227,0.125,0.005688123669795455,0.7818474652408761,0.18181818181818182,0.17391304347826086,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2294654498064274,0.005583465432234131,0.13083265966046886
0.2040816326530612,0.07142857142857142,0.0714285715,0.08336297493936944,0.4225988700601704,0.13043478260869565,0.6500494863282605,0.09375,0.0056557768144274625,0.7063141633158396,0.09090909090909091,0.08695652173913043,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3671447196902838,0.005605209891276534,0.16067906224737266
0.18367346938775508,0.07142857142857142,0.0,0.13083265966046886,0.3671447196902838,0.08695652173913043,0.7063141633158396,0.0625,0.005583465437767365,0.649735403359227,0.09090909090909091,0.08695652173913043,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4417209908773727,0.005655776796444455,0.08336297493936944
0.21428571428571425,0.14285714285714285,0.0,0.13083265966046886,0.3107344632795371,0.13043478260869565,0.7333472114180116,0.0,0.005583465437767365,0.649735403359227,0.045454545454545456,0.08695652173913043,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.4417209908773727,0.005618846913880337,0.14981406628940985
0.16326530612244897,0.14285714285714285,0.3333333335,0.13083265966046886,0.45319426336769403,0.17391304347826086,0.5765577237019426,0.0625,0.005583465437767365,0.649735403359227,0.045454545454545456,0.08695652173913043,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.4417209908773727,0.005613166663735295,0.20501212611156022
0.173469387755102,0.07142857142857142,0.0,0.08336297493936944,0.4589308996128547,0.2608695652173913,0.6518244203160551,0.0,0.005651134112588703,0.6781708684394094,0.09090909090909091,0.08695652173913043,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3499348109548017,0.0055932925067165825,0.24122877930476957
0.17857142857142855,0.14285714285714285,0.0,0.18603071948261923,0.4225988700601704,0.13043478260869565,0.6162344373714908,0.0625,0.005603813689863864,0.6915814807916352,0.045454545454545456,0.13043478260869565,0.16666666666666666,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.36045197740426305,0.0056020172086721975,0.181018593371059
0.30102040816326525,0.03571428571428571,0.0,0.0,0.31455888744297755,0.34782608695652173,0.6535117032427241,0.09375,0.005630514466046976,0.8818208047097837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23137766188814762,0.005654574766877094,0.39961196443007274
0.3061224489795918,0.0,0.0,0.0,0.260060843113951,0.17391304347826086,0.6126487785459419,0.0,0.005630514466046976,0.8818208047097837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23137766188814762,0.0056441947653441535,0.30771220695230395
0.21428571428571425,0.07142857142857142,0.0,0.0,0.32125162972899834,0.30434782608695654,0.6458422353942289,0.09375,0.005588966695215348,0.7554718000971467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38053020426232537,0.005656287888262009,0.3807275666936135
0.41326530612244894,0.25,0.3333335,0.5028940986257073,0.4790091264709171,0.08695652173913043,0.647522214065804,0.1875,0.005722138369325183,0.8427298922987587,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12811820947525532,0.005812555016897319,0.12061438965238479
0.19897959183673466,0.21428571428571427,0.1666668335,0.3497817299919159,0.3585397653225428,0.30434782608695654,0.579647423606622,0.0625,0.00558693647748638,0.533747484597152,0.13636363636363635,0.34782608695652173,0.16666666666666666,0.0,0.3333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.3394176445053405,0.005611592896508064,0.366143896523848
0.17857142857142855,0.17857142857142855,0.0833335,0.3497817299919159,0.4101694915289889,0.13043478260869565,0.6449584205278786,0.0625,0.00558693647748638,0.533747484597152,0.09090909090909091,0.34782608695652173,0.0,0.0,0.3333333333333333,0.0625,0.0,0.0,0.0,0.0,0.0,0.3394176445053405,0.005592550135276857,0.20475343573160873
0.173469387755102,0.21428571428571427,0.3333335,0.3497817299919159,0.44554541504081313,0.2608695652173913,0.5321222878387805,0.125,0.00558693647748638,0.533747484597152,0.09090909090909091,0.34782608695652173,0.0,0.0,0.3333333333333333,0.0625,0.0,0.0,0.0,0.0,0.0,0.3394176445053405,0.005641630007977295,0.37206143896523847
0.13265306122448978,0.14285714285714285,0.0833335,0.3497817299919159,0.45319426336769403,0.17391304347826086,0.5788037821432875,0.03125,0.00558693647748638,0.533747484597152,0.09090909090909091,0.34782608695652173,0.0,0.0,0.3333333333333333,0.0625,0.0,0.0,0.0,0.0,0.0,0.3394176445053405,0.005603469887423212,0.24122877930476957
0.173469387755102,0.14285714285714285,0.0833333335,0.18603071948261923,0.3394176445053405,0.34782608695652173,0.533747484597152,0.0625,0.005592550155334827,0.6494651459207561,0.09090909090909091,0.13043478260869565,0.3333333333333333,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.4101694915289889,0.005586936453225281,0.3497817299919159
0.16326530612244897,0.0,0.0833333335,0.11039611964430072,0.43024771838705134,0.0,0.7169564629875134,0.0,0.00560982262145346,0.7015517889946788,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5526292916171459,0.0055711286702601875,0.0
0.2040816326530612,0.0,0.0833335,0.0,0.260060843113951,0.17391304347826086,0.6126487785459419,0.0,0.005571128668823675,0.7169564629875134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43024771838705134,0.0056441947653441535,0.30771220695230395
0.2346938775510204,0.07142857142857142,0.0,0.24122877930476957,0.3671447196902838,0.08695652173913043,0.7063141633158396,0.125,0.005615165490102493,0.6913112233531644,0.09090909090909091,0.17391304347826086,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32890047805587924,0.005655776796444455,0.08336297493936944
