NumAtoms_mean,NumRotatableBonds_sum,NumHBD_mean,hallKierAlpha,Phi,CrippenClogP,chi4v.1,tpsa_mean,kappa3,FractionCSP3_mean,NumAliphaticHeterocycles,NumHeteroatoms,NumSpiroAtoms,NumHeterocycles.1,NumAromaticRings_mean,NumBridgeheadAtoms,NumBridgeheadAtoms.1,NumAmideBonds_mean,NumAromaticHeterocycles_sum,NumSaturatedHeterocycles_mean,NumSpiroAtoms.1,hallKierAlpha.1,kappa3.1,NumAliphaticHeterocycles.1,NumHeteroatoms.1,NumHeterocycles,CrippenClogP.1,Phi.1,chi4v
0.2704081632653061,0.125,0.09090909090909091,0.4245110821418906,0.02274431257453312,0.6440599971513405,0.0746152015793654,0.20449474535165724,0.005611296475302498,0.331818182,0.1111111111111111,0.21739130434782608,0.0,0.09090909090909091,0.1111111111111111,0.0,0.0,0.125,0.0,0.125,0.0,0.4245110821418906,0.00561645712761412,0.1111111111111111,0.21739130434782608,0.09090909090909091,0.6298130475908741,0.02271037283743483,0.08340440486447664
0.18367346938775508,0.0625,0.09090909090909091,0.4417209908773727,0.021756233211917168,0.649735403359227,0.025787472614990994,0.10709781729991917,0.005583465432234131,0.0,0.0,0.08695652173913043,0.0,0.18181818181818182,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3671447196902838,0.0056557768144274625,0.0,0.08695652173913043,0.0,0.7063141633158396,0.02303342594511491,0.011137383123936593
0.3061224489795918,0.125,0.09090909090909091,0.4417209908773727,0.021756233211917168,0.649735403359227,0.10728639206731783,0.14877930476960388,0.005583465432234131,0.0833335,0.0,0.08695652173913043,0.0,0.36363636363636365,0.2777777777777778,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2294654498064274,0.005688123669795455,0.0,0.17391304347826086,0.0,0.7818474652408761,0.02440810252306623,0.011137383123936593
0.2040816326530612,0.09375,0.09090909090909091,0.4225988700601704,0.022228472105998875,0.6500494863282605,0.025787472614990994,0.12202101859337106,0.005605209891276534,0.0714285715,0.0,0.13043478260869565,0.0,0.18181818181818182,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3671447196902838,0.0056557768144274625,0.0,0.08695652173913043,0.0,0.7063141633158396,0.02303342594511491,0.015493632417523308
0.18367346938775508,0.0625,0.09090909090909091,0.3671447196902838,0.0230334259982231,0.7063141633158396,0.011137391933895508,0.10709781729991917,0.005655776796444455,0.0,0.0,0.08695652173913043,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.4417209908773727,0.005583465437767365,0.0,0.08695652173913043,0.18181818181818182,0.649735403359227,0.02175623347665346,0.025297515921281516
0.21428571428571425,0.0,0.13636363636363635,0.3107344632795371,0.022799350725317725,0.7333472114180116,0.010224793138409129,0.14032336297493936,0.005618846913880337,0.0,0.1111111111111111,0.13043478260869565,0.0,0.0,0.16666666666666666,0.0,0.0,0.125,0.0,0.0,0.0,0.4417209908773727,0.005583465437767365,0.0,0.08695652173913043,0.09090909090909091,0.649735403359227,0.02175623347665346,0.049944844021072306
0.16326530612244897,0.0625,0.13636363636363635,0.45319426336769403,0.02241006504214973,0.5765577237019426,0.010224793138409129,0.16792239288601454,0.005613166663735295,0.3333333335,0.1111111111111111,0.17391304347826086,0.0,0.0,0.05555555555555555,0.0,0.0,0.125,0.0,0.0625,0.0,0.4417209908773727,0.005583465437767365,0.0,0.08695652173913043,0.09090909090909091,0.649735403359227,0.02175623347665346,0.023929261555331587
0.173469387755102,0.0,0.09090909090909091,0.4589308996128547,0.022596496978676574,0.6518244203160551,0.022622867603518376,0.1622958771220695,0.0055932925067165825,0.0,0.0,0.2608695652173913,0.0,0.18181818181818182,0.1111111111111111,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3499348109548017,0.005651134112588703,0.0,0.08695652173913043,0.0,0.6781708684394094,0.02292839966771266,0.021979334508737722
0.17857142857142855,0.0625,0.13636363636363635,0.4225988700601704,0.022049695017678797,0.6162344373714908,0.031615892947668214,0.1835246564268391,0.0056020172086721975,0.0,0.0,0.13043478260869565,0.0,0.0,0.16666666666666666,0.0,0.0,0.0625,0.08333333333333333,0.0,0.0,0.36045197740426305,0.005603813689863864,0.0,0.13043478260869565,0.09090909090909091,0.6915814807916352,0.022379283494724244,0.011487106573735292
0.30102040816326525,0.09375,0.045454545454545456,0.31455888744297755,0.022984947655423478,0.6535117032427241,0.09956654132433157,0.19980598221503637,0.005654574766877094,0.0,0.0,0.34782608695652173,0.0,0.0,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0.0,0.23137766188814762,0.005630514466046976,0.0,0.0,0.0,0.8818208047097837,0.023058670843644193,0.020996010040764394
0.3061224489795918,0.0,0.0,0.260060843113951,0.02363398445805824,0.6126487785459419,0.09956654132433157,0.15385610347615197,0.0056441947653441535,0.0,0.0,0.17391304347826086,0.0,0.0,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0.0,0.23137766188814762,0.005630514466046976,0.0,0.0,0.0,0.8818208047097837,0.023058670843644193,0.025114258271650945
0.21428571428571425,0.09375,0.09090909090909091,0.32125162972899834,0.023023840364686805,0.6458422353942289,0.044158382970081955,0.19036378334680676,0.005656287888262009,0.0,0.0,0.30434782608695654,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.38053020426232537,0.005588966695215348,0.0,0.0,0.0,0.7554718000971467,0.022126055589284262,0.02176587948249312
0.41326530612244894,0.1875,0.3181818181818182,0.4790091264709171,0.022597280163572455,0.647522214065804,0.12655009010515372,0.31175424413904607,0.005812555016897319,0.3333335,0.0,0.08695652173913043,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.12811820947525532,0.005722138369325183,0.0,0.34782608695652173,0.0,0.8427298922987587,0.026030956095544698,0.006645084752183147
0.19897959183673466,0.0625,0.13636363636363635,0.3585397653225428,0.022641225830023343,0.579647423606622,0.023830735560513763,0.357962813257882,0.005611592896508064,0.1666668335,0.0,0.30434782608695654,0.0,0.18181818181818182,0.16666666666666666,0.0,0.0,0.125,0.25,0.0,0.0,0.3394176445053405,0.00558693647748638,0.0,0.34782608695652173,0.09090909090909091,0.533747484597152,0.022145722518330073,0.017881560870857526
0.17857142857142855,0.0625,0.13636363636363635,0.4101694915289889,0.02215852245114853,0.6449584205278786,0.023830735560513763,0.27726758286176234,0.005592550135276857,0.0833335,0.0,0.13043478260869565,0.0,0.18181818181818182,0.16666666666666666,0.0,0.0,0.0625,0.16666666666666666,0.0,0.0,0.3394176445053405,0.00558693647748638,0.0,0.34782608695652173,0.0,0.533747484597152,0.022145722518330073,0.015626884785527033
0.173469387755102,0.125,0.2272727272727273,0.44554541504081313,0.023123886412546885,0.5321222878387805,0.023830735560513763,0.3609215844785772,0.005641630007977295,0.3333335,0.0,0.2608695652173913,0.0,0.18181818181818182,0.1111111111111111,0.0,0.0,0.0625,0.16666666666666666,0.0,0.0,0.3394176445053405,0.00558693647748638,0.0,0.34782608695652173,0.0,0.533747484597152,0.022145722518330073,0.006101499918433899
0.13265306122448978,0.03125,0.13636363636363635,0.45319426336769403,0.02181248435943633,0.5788037821432875,0.023830735560513763,0.2955052546483427,0.005603469887423212,0.0833335,0.0,0.17391304347826086,0.0,0.18181818181818182,0.1111111111111111,0.0,0.0,0.0625,0.16666666666666666,0.0,0.0,0.3394176445053405,0.00558693647748638,0.0,0.34782608695652173,0.0,0.533747484597152,0.022145722518330073,0.0
